ending	size	none	gzip	bzip2	lzma	snappy	deflate	lz4	lz4hc	pfor
smali	2928	366	210798	1260398	1514381	26349	122600	28546	99910	610803
smali	9015	0	339619	3686042	4335272	81245	281430	84905	332666	5072700
smali	19051	0	654719	4846897	10872581	105765	528093	161759	930294	912361
smali	4487	0	324614	1770193	1852171	34767	157000	36963	273380	726449
smali	2423	366	138703	1114376	1085830	85637	90028	32571	101008	1167076
smali	5542	0	215190	2015027	2700121	39891	158465	64045	254715	772927
smali	1558	0	166882	918583	991777	27082	81246	34401	91858	680703
smali	4189	0	238612	1995265	2019052	36963	135774	38061	167980	955546
smali	4147	0	184815	1997095	2537264	44282	139435	49406	252153	1142190
smali	5856	0	308512	2698291	3400586	55261	232756	62215	273013	942005
smali	3744	366	174201	1654547	1643568	35133	118208	36963	111254	850512
smali	2367	0	131749	1214286	1426182	28179	128821	24154	86369	677409
smali	11550	366	374386	3418884	7825887	82709	389025	101739	682899	1004586
smali	7324	366	382804	2639370	2502132	46844	178227	46844	193231	798911
smali	74597	0	2294261	21849463	35941840	364139	2297555	537974	2537997	1867541
smali	4411	0	199087	1727009	1936709	45746	257643	36962	161392	881620
smali	1818	366	113451	924439	1277232	29643	81245	23788	101007	911263
smali	2790	366	162125	1395440	1531215	35133	103936	35500	109425	1245393
smali	1818	0	150413	934686	1964523	26349	82343	26350	91859	878326
smali	5439	366	219216	1931220	2617046	40257	160660	49406	227633	1018492
smali	1536	0	132115	963231	5770603	23422	77586	25252	90394	1562689
smali	4115	0	211530	1869005	2013563	31839	133944	38426	217020	817942
smali	2380	366	131383	1568178	1225997	30376	88931	32205	107961	754994
smali	4081	0	183716	1658939	1984285	34402	133579	34401	202747	690584
smali	5816	366	321687	2207892	2831138	47210	201649	71364	285090	1872298
smali	8776	0	302290	3211014	4380652	59287	268988	75024	370727	904676
smali	7212	1463	225071	2777707	3816693	34767	195794	63678	197989	755727
smali	76210	0	3041571	20766559	37160517	324980	2240830	617756	2180810	2450896
smali	14410	366	546392	8456085	9174117	83075	454168	125162	544196	870641
smali	3408	366	189572	1506329	6174633	306316	134311	43185	148217	1141824
smali	3402	366	199087	1575497	2432597	35133	139434	38061	149681	764510
smali	392	0	76853	1172565	1096078	39890	40623	44282	195061	797447
smali	3400	0	350598	1957935	3711294	47210	139434	55261	284358	921510
smali	3412	366	196526	1466073	2571300	68070	133578	41354	172005	1297361
smali	3412	1464	174202	1375678	3889521	41355	135408	37695	210798	1113278
smali	3400	0	193964	1601847	2245953	41721	150414	47210	125893	1799105
smali	3410	365	212262	1574034	6939143	62947	145290	43185	135043	1833872
smali	2946	0	186644	1571472	2049794	40256	130651	41720	211896	783906
smali	1731	0	118940	1743843	949690	23056	81611	29278	132481	829652
smali	2467	366	171274	1578791	1722617	94786	105765	37329	122233	1050697
smali	5502	0	302290	2347327	4175709	40257	179691	62947	210433	712542
smali	5041	0	236050	1831310	2970206	50869	190304	50504	321687	1107057
smali	2277	732	144924	1218312	1350426	25252	92224	31840	132481	6366401
smali	1208	0	1429475	881254	1099005	24154	122600	25618	200185	1519504
smali	1411	0	303755	1081805	1574034	26349	82343	35134	111987	1555370
smali	1312	366	129188	929196	1750065	34401	72096	25618	273013	1588673
smali	2788	366	166881	1370189	2521894	37329	111255	44648	98446	1423986
smali	1018	366	141264	839533	1034595	34035	76488	35133	91126	2244123
smali	18442	366	705954	4691726	11539376	148950	569082	153341	727547	1727741
smali	3248	0	204211	1499010	2346229	56725	126625	34767	121136	1658938
smali	1948	366	153341	1014467	1066069	26350	87833	26716	84905	1091320
smali	1153	0	99910	750237	864420	22325	66241	21226	110157	608241
smali	3080	0	181155	1388853	1625636	34767	115646	34035	114914	898454
smali	1558	366	112353	805132	1251249	23788	76854	20128	144191	660940
smali	686	0	99178	897356	753897	18664	51235	31840	165784	578597
smali	288	0	110889	596530	517846	15005	47576	15005	76854	596896
smali	374	732	99544	657280	690584	17567	48308	30376	79781	9335144
smali	2518	366	163223	1459120	1363236	34035	100275	75024	91493	2320977
smali	3622	366	262034	8502563	2440283	62215	137971	51235	137239	1058017
smali	18608	0	1029838	5217257	9616574	114548	1926463	148950	7589104	1064970
smali	3976	0	199087	2091148	2591062	49040	145289	75755	126626	1328102
smali	14955	366	497719	4684773	5057695	69900	347305	99178	756824	9982178
smali	1279	0	101374	802205	1156097	34401	71364	23788	83441	1236976
smali	4660	0	218118	2360867	8095606	47942	164320	60019	321321	10006697
smali	37935	0	1171468	10173945	19832972	173103	1365798	470270	1183178	1479248
smali	4501	366	209700	1619048	2217042	54896	136872	44283	186644	824529
smali	5676	0	227999	3546608	2836628	53066	173835	59287	199819	690218
smali	1232	0	129919	1298093	814282	32937	69534	27447	96982	899553
smali	33880	366	870641	11616962	14030529	1470098	792689	240442	1192328	1077780
smali	530	0	102838	653621	618122	19030	45380	19762	72462	689121
smali	5437	366	218484	2134333	2330492	57823	166150	54163	247761	1407883
smali	6503	0	253251	2760506	4168024	43185	191767	117842	323883	1203673
smali	1148	0	106863	985921	785736	22324	90394	24154	72096	1166710
smali	10231	0	353160	3068286	7115906	133212	304121	98812	435869	1000194
smali	10908	0	466610	6491196	5989819	65874	334862	100276	393417	873569
smali	15396	0	482713	5447452	7734028	91126	438797	137971	799643	785004
smali	2392	0	156635	1952446	1309438	25252	98446	34401	93322	1238440
smali	38237	0	1165978	9820785	21196573	197258	1100470	288384	1150973	1977698
smali	20994	0	666064	5281302	10112829	110888	592504	159929	701929	938346
smali	6297	366	220313	2206794	2107617	35865	161758	45381	260936	731938
smali	464	0	105765	487837	457828	17933	49039	16469	121502	609704
smali	7521	366	323517	6790560	10575048	50504	232024	68803	2023444	1421425
smali	10230	0	270451	21843973	7020388	131749	223241	96249	416107	1330298
smali	3142	0	161758	2105787	1792151	28911	111987	36231	189572	1006050
smali	4462	0	347670	2336348	2505792	32937	281065	40988	170541	795983
smali	2504	0	159197	1500108	1576962	30376	102471	33669	109425	1032765
smali	3926	0	271183	1610265	5166388	41720	174567	42818	143094	695708
smali	13986	0	498084	4648908	9377230	99543	394149	124430	424159	1145118
smali	21288	366	1443382	6026416	11852281	109791	596164	140898	760850	1108155
smali	1450	366	126991	946031	1132675	25984	99910	29644	122599	799277
smali	2986	366	197258	1873397	1544025	86368	116744	40988	109791	1193060
smali	3897	366	256179	1674309	1944028	40622	184449	50870	179325	746211
smali	12807	366	409153	3766921	5849653	93322	362310	114548	455632	1225631
smali	3100	0	142362	1600749	1713834	27814	109425	46112	109059	760118
smali	886	446117	122599	1841557	717299	28180	56725	17566	70998	869543
smali	536	0	81611	667162	753531	17933	45380	18664	90028	4225115
smali	3477	0	180789	2219969	2039547	32206	134310	43916	223241	1443382
smali	17702	0	543830	7843818	7859190	95152	496254	127723	716202	1577694
smali	6977	0	262400	2675235	3246879	53066	207139	69168	212262	24962762
smali	7173	366	301925	2513477	3509279	59653	216654	61849	589942	1136701
smali	6991	0	282528	2627294	3325928	49772	216653	66240	287286	1167442
smali	5372	366	268622	2207160	2539094	39891	169444	49406	248859	701563
smali	15462	0	483445	4369673	8035587	93322	432576	127358	686193	1129747
smali	3279	366	148217	1526824	2072484	40256	116379	32571	137605	958474
smali	1001	0	114183	779149	718398	18665	61849	23056	93688	950788
smali	3270	0	180789	1488031	2012831	32937	116745	34401	115280	744382
smali	15768	365	546758	4856046	9832496	92225	463683	121501	668626	837703
smali	15020	732	481982	4761992	7998624	84905	423793	114549	453070	1938173
smali	2836	366	159928	1293335	1951348	34036	111255	35133	124064	3431327
smali	3329	0	187010	1582085	1809718	36597	133944	42453	127357	648498
smali	9307	366	311074	3333980	4559977	69534	261668	77220	417205	1207699
smali	7497	0	286188	2939099	9171190	55627	226169	67338	299363	997633
smali	14592	365	502842	4241218	6305285	76854	408056	119306	667528	1592332
smali	3376	0	189572	1728839	1951714	36231	126625	54163	168712	1260764
smali	329	366	151146	618488	837704	19397	49406	15005	107229	657646
smali	901	0	107595	906505	803668	34401	59287	23056	81611	1224533
smali	16536	0	1124990	4312582	7728905	97348	801473	120770	585551	1534875
smali	10376	366	352063	3109274	5864657	65874	315831	144192	344011	897723
smali	798	0	130285	628735	685095	21226	57092	20860	67338	864785
smali	5747	732	3361794	2414665	4726859	48308	213726	103935	3045596	1117670
smali	3615	366	180423	2036984	2002583	45014	131383	44648	162124	1000194
smali	5905	0	260570	3540753	3161242	45014	189206	54164	312172	1038255
smali	7062	0	614462	2525919	4588523	53432	227999	60019	234953	9669639
smali	3761	0	215922	1598187	2263520	42818	141996	36597	180057	1847413
smali	3529	0	157733	2942759	9941920	47942	173104	35499	184448	10449520
smali	4723	366	203479	2583743	2477612	62580	154805	68070	263132	11490703
smali	6238	0	311074	2241196	3592354	50870	200551	71364	249957	1215018
smali	5817	0	291678	2502132	3269569	49040	194695	73925	365603	975674
smali	3429	366	1246857	1953178	2135430	29644	125893	34401	204943	916387
smali	818	366	119306	901383	827457	18664	56725	23056	124063	1137433
smali	3329	0	200185	1901942	2814669	38061	120037	58189	114915	724985
smali	7003	0	330836	2559589	3350448	53432	241174	61483	311806	694243
smali	6130	366	2036985	2556295	3253100	49771	912727	71730	310708	975674
smali	11471	366	397808	3608456	5698507	69168	338888	114548	348403	984092
smali	5850	0	485641	2840654	3057673	51968	188474	90029	290214	1406786
smali	1433	0	147119	1107423	853075	24154	75390	34401	85636	1321515
smali	5557	0	279601	2099566	3616508	60385	198722	60019	296070	969087
smali	3274	366	164687	1574034	1888035	38792	122966	31473	159197	1437527
smali	3903	0	195794	1791420	2378800	40257	154073	43916	142728	3809373
smali	4244	0	209334	1807156	2130673	40989	162490	46112	182253	1320051
smali	8499	366	333032	2993629	6176463	73926	259838	111254	314002	1508525
smali	7618	366	296435	2798201	4162900	43917	229828	58189	238246	1539266
smali	11227	366	365969	3333248	5739862	69168	353526	94054	362675	1100470
smali	15116	0	538707	4159240	7940801	102837	435869	118940	654719	1117670
smali	3943	732	226901	1869371	5072334	43184	145655	73194	122966	988849
smali	7658	366	319491	2803325	3787050	56359	246663	61483	233123	1130479
smali	19365	366	712177	6017266	10224815	139069	550052	159562	1171467	1051796
smali	7530	0	272281	3089146	3632610	53798	263498	71730	243370	701929
smali	7325	366	292775	2734888	3520990	51236	253251	63679	227633	1144752
smali	9741	0	360480	3596746	5391093	66240	293873	97347	583721	771463
smali	774	0	91859	970551	606411	20128	53432	19763	128455	675213
smali	8038	366	293873	3852924	4157045	50138	243003	98812	245200	2433695
smali	7505	366	296069	2755748	4266469	62581	229096	73560	287652	6266491
smali	12839	366	453801	3836455	6712608	74291	354258	99178	395979	892599
smali	5990	0	252518	2220335	3041937	52700	213360	61483	217020	1137432
smali	3673	0	185913	2140920	3570030	39525	136140	41354	122965	748773
smali	1660	366	117476	915655	1007879	26716	82709	26716	82344	682898
smali	1568	366	133579	4102149	1320417	25252	96250	54895	96982	922608
smali	1667	0	144924	1179885	1280161	20861	92590	38061	157367	2670111
smali	1569	366	129187	981895	1277964	24886	99178	38061	128455	1578060
smali	1562	0	146021	1099372	1159024	25251	135409	27081	148217	1413008
smali	1559	0	166150	1002390	1847413	35865	107961	27813	205675	1602580
smali	1568	366	123332	963231	1689314	27447	77585	43550	81245	6744082
smali	1602	366	212994	1030204	1014832	27814	87467	28180	80879	1526091
smali	12091	0	385731	5717538	6997698	84173	422329	98811	421596	1041183
smali	1463	0	139068	1133407	3724469	31474	77585	27082	105399	1274305
smali	5384	0	212994	2215944	3383020	44649	169810	51601	199453	1226729
smali	6811	0	267524	2373676	3555026	43916	210799	66241	241174	857466
smali	4747	0	246297	1856562	2518600	74657	169077	50504	207871	732305
smali	7303	0	286554	3036813	4583765	64411	226535	69169	1349328	1095346
smali	5285	732	253617	2182275	3395096	49040	3143310	64044	196160	913459
smali	5320	366	226901	1986116	3313119	56359	580793	65509	280699	1048502
smali	6883	0	297167	2726836	4242681	99910	224340	61849	278868	1210626
smali	5654	0	241906	2484566	3143676	74292	208603	53432	214092	918949
smali	8339	0	301192	3210648	4334906	66240	257642	72096	310708	1174395
smali	4365	366	194695	1856196	2563981	57091	150047	57458	264596	1195622
smali	4892	366	1101933	2286576	2423082	40989	167980	57458	343279	1310902
smali	4222	0	188841	2516770	2400759	46479	148584	66240	268256	1018859
smali	5118	0	223973	2526286	3606261	42452	183717	50138	213726	1435331
smali	1081	0	81977	710712	830384	17932	58189	18665	90029	1353354
smali	541	0	103570	747675	679239	15005	45747	21593	87832	1173297
smali	360	0	90028	581160	802937	17566	39890	16834	140167	651059
smali	4771	732	234953	2178615	4046522	42087	177862	52334	249591	1067898
smali	11684	0	378046	3452188	6743715	77586	316197	78318	340717	3458043
smali	6815	366	308878	2385388	4236094	50504	219947	64777	302290	892233
smali	5259	0	220679	2157389	3006437	73194	174933	63679	192134	1287113
smali	9716	366	356088	3039375	17398544	68070	301192	101739	425988	1654181
smali	4006	366	204577	4040666	10385475	56725	160660	66972	132847	9305866
smali	4235	0	216288	2077607	3702511	44648	146754	43916	181521	1174762
smali	15486	0	521872	4318071	16230737	78684	409520	112718	582623	1075949
smali	13664	366	551516	4495200	7704751	75024	375484	112352	420498	1662598
smali	10103	0	323517	3235168	8009969	62947	277039	76854	305218	819772
smali	30242	0	837704	8075478	13908296	118940	781710	169077	836972	1157561
smali	12086	2562	397443	3652739	5818179	67338	491496	107961	411349	1251615
smali	15238	0	486373	4221455	7344271	83441	417205	128089	606045	1240270
smali	4805	366	199087	2507256	2726471	2456020	169809	86368	381706	1641372
smali	4951	1464	219216	2520064	3231143	38427	166516	50869	712176	741819
smali	2888	0	145656	1485469	1641738	27081	105765	35133	200185	1361040
smali	6826	0	314002	3059869	4591816	51236	209334	73926	216288	1411543
smali	4688	0	228731	2850534	3297749	41720	167614	55993	275941	1077048
smali	19892	366	639348	8240164	10637262	140898	600190	163954	631297	1806790
smali	1604	0	122599	908336	1085831	23788	105399	25984	86003	702660
smali	1604	0	135774	1089857	912361	26349	78318	37329	129919	1133407
smali	12095	0	416839	4508009	5903450	68802	346207	101373	530656	823064
smali	3167	0	165784	1522432	1821795	43184	121867	33669	123332	753531
smali	4030	366	191036	1909627	2648519	31107	136872	42453	202381	916753
smali	2437	0	252885	1451434	1175493	29643	110523	28911	180423	699367
smali	1611	366	157367	1300289	1119134	30009	86003	32937	128090	980798
smali	1611	0	165052	1614291	918948	307048	158464	44282	169078	1400564
smali	4677	366	226169	2228387	2876884	56725	554443	44648	187376	1320051
smali	1604	366	119306	955546	7508957	29643	221045	23788	115280	1836434
smali	1606	0	136140	1094614	2210088	35133	78683	32205	107961	1536705
smali	4528	0	196525	2067726	3238462	37329	148584	44282	329738	939443
smali	27048	0	895527	7147379	15765589	150047	825627	214092	974942	1358478
smali	14012	0	498084	4046888	7587641	84905	394881	118208	703393	1184643
smali	49628	0	1878154	12576168	27381087	237880	1467171	387928	1703221	1381167
smali	1319	0	111254	847951	852709	22690	74657	25984	109791	844657
smali	4162	0	197990	1765802	1974770	37329	169810	42453	174567	644106
smali	99015	366	2001120	40393124	27172119	556273	1817770	637885	2569470	2236072
smali	14053	365	471002	3990895	6600255	85271	392319	111255	426355	999462
smali	2925	0	177129	1351890	1725911	31107	112352	38792	107961	946031
smali	4746	0	204943	2251077	2486395	41721	158465	47942	266792	742185
smali	4265	0	214458	2988504	2185934	38426	146754	137971	191768	1198916
smali	4443	0	472101	1829846	4436645	43917	460755	53797	233123	887109
smali	45069	366	1463145	11672590	27031221	226901	2080535	389392	1727009	1830212
smali	11564	366	429648	3499764	6255512	70633	340718	99544	376582	993973
smali	1582	0	143460	1015931	994704	27447	84539	31840	135043	734134
smali	1389	0	127358	1106691	1001292	32205	81612	28912	86735	788298
smali	1392	0	120770	819406	869543	26350	77586	23423	163588	938345
smali	608	0	82344	747309	724985	17932	50138	22324	133945	681069
smali	1514	0	167614	1148411	978602	24886	84173	29277	99177	800009
smali	6981	0	283992	2882374	3682017	70998	234220	99543	295703	1276500
smali	13564	366	342182	4498494	4133257	63313	290946	136141	834410	3549902
smali	1391	0	176763	1032033	887476	23422	100276	43916	171640	719129
smali	1572	366	170176	1284918	2937635	60019	121868	34767	97348	1123159
smali	1572	0	141996	1496814	1332860	43916	84538	40988	328641	1724081
smali	1600	0	170176	1374215	1259666	40989	92590	34035	154805	2913115
smali	1547	0	163222	1456924	1000560	42819	84539	231292	231659	1892427
smali	1576	0	127357	1165978	1538901	36231	84539	27814	150047	1671015
smali	1572	366	114182	1464243	1017394	27814	83441	48308	235318	1692608
smali	1532	0	159928	1947688	1476686	27448	78683	68070	86735	1862783
smali	8190	0	320955	2776243	5166388	53798	264596	76854	292409	1889134
smali	13193	366	414643	6872171	7955440	90394	671553	99543	452704	904676
smali	12269	366	409153	3358866	7557997	76854	344377	94786	350598	1033131
smali	3170	732	187011	2530312	1991971	34767	146022	49772	120404	1063141
smali	2017	366	206407	1357013	1344571	29277	143826	43184	165052	6117176
smali	513	0	220314	760484	662770	29644	59287	29644	180423	1099005
smali	1363	366	131383	8843281	1741648	30742	89663	29643	160661	1788857
smali	540	366	1766168	748407	791958	18299	529192	39159	135043	1649057
smali	1631	0	246663	9300010	1362870	27081	89297	114548	148949	1002390
smali	8936	366	2540558	12622279	4984135	105034	4134355	97714	323883	10098556
smali	2805	366	286920	1268815	1642836	37695	357552	38792	182253	1010075
smali	4079	2196	193964	2202403	1981723	38427	197257	46112	120404	1439724
smali	6991	366	357186	2423814	3063163	46112	200551	59653	216653	788664
smali	5143	366	200917	1987213	3038643	54163	767803	63679	206772	1048136
smali	15366	366	579329	6151577	10427562	96616	524434	137238	942736	1126453
smali	18708	0	577866	4860072	10233598	98079	514552	151877	585185	1090589
smali	3134	366	143094	1366164	1923535	31473	106863	32205	106131	622147
smali	1831	0	139434	1084001	1112546	23788	87466	30742	120038	670822
smali	1195	732	132481	969819	1097542	24520	75755	35133	107229	982261
smali	4646	0	231292	2416129	2863344	39158	161392	62215	235319	786834
smali	13212	0	465879	3780829	7196053	100642	415009	133579	474662	1206966
smali	4663	0	222509	3279451	2327199	39525	151146	53066	297533	1308340
smali	2523	366	149681	1601847	1246491	37329	100276	34401	139434	921145
smali	2523	0	145656	1466439	1725179	27082	99177	32571	106497	678507
smali	1749	0	129187	1003854	980066	25252	90760	27813	87833	977870
smali	1173	0	123698	916753	896624	26350	70632	25252	126626	1094248
smali	41738	0	1323345	13708111	22447456	866981	1241368	370727	1242100	1458754
smali	16894	0	490033	5224577	6147918	90029	400736	122966	506135	1043744
smali	1904	366	218850	1113644	1257470	23056	95518	26350	113450	916753
smali	2253	0	176397	1181349	1342741	30742	98812	34401	176763	613364
smali	14271	0	501744	4067382	6856434	97714	415375	121502	445385	873935
smali	4680	366	238246	1937807	6315532	99909	171640	50504	436967	1084367
smali	4692	366	219947	2355744	2307071	40989	146754	61117	397077	1041182
smali	3743	0	199819	2062236	1803863	35499	129187	33669	215556	810621
smali	576	0	103204	991044	724253	31107	45015	32937	186644	1171102
smali	2889	0	270451	1712004	3697022	29277	118208	47942	116744	1878886
smali	4051	366	180057	1753724	1748601	31840	121136	32937	121136	676312
smali	479	0	81245	774025	616659	19762	44282	40257	165418	3006804
smali	5899	366	288017	3152459	3167464	43917	200551	56359	295337	1755188
smali	4612	0	207505	2770021	2396732	66241	166516	47942	255447	1119134
smali	521	366	110523	639349	675213	27081	47210	16468	97714	1123526
smali	27464	0	811720	7258635	15370343	125894	727181	199819	1679067	1481809
smali	4467	0	241174	1998924	2247417	37329	146754	45014	189938	763046
smali	4702	366	198722	1911457	2294993	40989	167248	53431	194695	775489
smali	9295	366	6081677	3738742	6078018	62215	300461	141996	578963	826359
smali	3014	366	199819	1470099	1908164	37695	122234	43550	188109	1031667
smali	3380	0	170176	1708711	1775317	28179	113817	50138	125162	4020172
smali	2732	0	192134	2831504	2213382	31107	100641	43185	153341	1108521
smali	5865	366	262034	2497008	4236094	51968	190304	56359	284724	1091686
smali	6107	0	692048	2273035	2884203	44648	307780	54163	199819	1039353
smali	1732	0	383170	1348963	1200013	25252	84173	24886	111986	1407517
smali	1734	0	163954	1150241	1768363	22324	93322	24886	179325	6050569
smali	2897	366	966159	1739086	2154827	34401	126992	53797	273379	1989043
smali	2932	366	210798	1414105	3098662	49405	111255	38427	175665	902114
smali	1775	0	205309	946763	1242831	23056	86369	42818	90028	1394343
smali	1602	0	183350	954448	1597456	41720	93688	29643	108327	1694804
smali	1456	0	124064	851977	1236244	35133	76853	34767	113451	1793615
smali	1919	366	152975	1029837	1165246	28546	215922	25983	88199	1680164
smali	1415	366	128455	925537	1299923	22324	76122	32938	104667	792689
smali	1472	732	126260	906872	1332860	26350	94786	44282	140166	3714222
smali	1203	366	168346	1264424	1320417	16469	71730	44283	183717	666064
smali	2862	0	184815	2227655	1896818	54530	149681	51967	168711	1433867
smali	1509	366	277039	1067166	1292237	39525	87832	67338	150413	1778610
smali	1364	0	205309	1159757	1114376	38427	316563	70632	88930	2823453
smali	3867	0	326811	1638811	2505792	49406	137605	39159	115281	1246857
smali	1084	0	111621	827822	1180251	37695	65875	23788	79049	1066068
smali	5901	0	253616	2451994	3148068	45380	191402	48674	260936	1635882
smali	1826	0	192134	1358112	2112375	38060	111987	23056	139435	1514381
smali	1633	366	146754	995436	1455460	38061	87832	28911	92224	1182446
smali	1439	0	219581	1087661	858564	27082	77586	40622	154805	1606239
smali	787	0	142728	827823	1125722	21227	62947	50138	114183	782808
smali	1304	366	151877	1359942	1147680	24886	81611	52334	182618	2955202
smali	1847	366	221411	1461315	8306404	27081	92956	82343	195794	972381
smali	1367	0	7966418	1405322	8074380	27448	112719	53797	101374	1238440
smali	1114	0	162490	1000925	7815273	19396	68436	24886	76487	1919509
smali	939	366	544196	3626023	1146948	47576	107229	44648	152609	1476320
smali	4361	0	279601	2629123	2993994	42818	176031	54895	209334	1841558
smali	8798	0	297533	3122816	6432642	88565	322419	72096	308146	1185374
smali	19180	0	438797	5998602	6202447	67704	383901	3291162	704491	1156463
smali	11240	0	371093	3920262	5833550	64777	323883	90761	352794	1171101
smali	13195	0	448678	4428228	8507687	77219	405494	117842	700831	1075218
smali	8273	0	281065	3078167	4164364	59287	246297	72096	479419	725717
smali	12954	0	360846	4284402	5067576	51235	298631	91127	388659	951154
smali	5296	0	226901	2232778	2600578	42819	171639	58189	242272	733036
smali	6877	0	203479	2624731	2826014	55627	286920	50504	218484	1134870
smali	3314	0	173835	1461681	1884742	37695	134310	33669	125527	1493520
smali	1393	366	147852	813183	1040817	32206	80148	28180	108327	1311999
smali	4652	366	264961	15310690	2485298	35133	139434	42818	288018	973112
smali	9649	0	408422	4865195	9320505	76122	294605	87100	331568	1364333
smali	2294	366	179325	1585745	1809352	29644	103935	29278	146022	1035693
smali	1748	0	120404	1322979	1327004	28912	95518	36596	102837	1049234
smali	11494	0	475394	3388509	5610675	69900	510893	105399	508697	976040
smali	1405	366	125527	957009	1031301	24154	76488	29643	122600	735232
smali	2572	0	175300	6003360	1517674	34035	111255	39158	159929	990313
smali	1678	366	144558	1290041	1278697	41720	88565	32571	84904	1238074
smali	2487	366	150048	1603678	1362503	36963	128822	30010	101374	1171468
smali	1254	366	116744	797447	787932	28912	86003	25252	119306	712176
smali	2124	366	154073	1155731	1123891	27082	93322	45380	102471	2224362
smali	2331	0	221412	1307242	1345669	30009	120404	32937	98080	780979
smali	1731	366	153707	935417	1392513	31473	83807	27814	192866	1968914
smali	1340	732	119306	1465707	887109	23422	72828	32572	116744	1735060
smali	2534	0	242637	1332128	2256932	24885	102471	37695	181521	1201843
smali	1425	0	117110	1212090	1151705	32937	77951	39525	95518	913094
smali	1489	0	335593	1119500	1056188	24886	85637	49772	83441	942737
smali	695	366	155903	861492	946763	25252	64776	20494	222143	836971
smali	2000	366	537609	1643202	2139456	32937	107961	35133	177861	1294068
smali	1285	1830	137239	1217213	1956838	40623	73193	1801301	96250	1686020
smali	704	0	2078340	1345669	1148777	23056	133579	76121	70266	2606799
smali	270	366	167614	801838	3361794	81611	43550	25618	75389	2234609
smali	495	366	119672	1157561	1235513	46844	65875	54896	105033	2099932
smali	231	0	449776	891135	772195	28179	42453	34401	76488	1627465
smali	1780	0	177495	1265155	1256006	52333	76121	28912	248493	1877788
smali	536	366	88198	685460	772561	19031	44648	32937	148949	1442284
smali	300	0	104667	876862	1113279	19396	79049	23788	215190	1637347
smali	803	0	130285	1007879	1345668	49040	60019	26715	158099	1736524
smali	1900	366	194330	1479613	1498279	36231	287286	48308	199819	2417959
smali	218	0	91126	933587	532120	40989	42818	24154	68436	1249053
smali	207	366	126991	401468	643008	13175	41355	16834	108693	1780806
smali	2094	0	344743	1186472	1690412	39525	103569	24154	113451	1825089
smali	5528	366	194696	2351718	3609921	58189	170175	75756	484178	1217214
smali	3502	0	229097	1549880	2007707	37329	121501	33669	104667	993606
smali	2189	732	176032	1157560	1509257	31474	105033	43184	158465	1034596
smali	2943	366	189206	1451434	1767266	43184	111621	36231	164321	1775683
smali	1145	366	115281	834410	1135969	22324	82343	38793	152609	996900
smali	1325	366	148584	924438	1018858	29644	80879	27081	103569	1485835
smali	2411	0	162125	1437893	6372622	41354	101739	61483	95152	1553906
smali	6326	0	320955	1923534	4821645	48674	205675	53798	229462	830018
smali	6327	0	227267	1976234	3285672	69168	187377	62947	267890	1876690
smali	6315	0	319857	1959033	4795295	46478	189572	80879	260204	4165462
smali	3070	0	162124	1303583	1954276	32938	113085	38793	182619	1045940
smali	2414	0	122234	1352622	1770193	28546	99544	32937	3638832	1280160
smali	1961	0	128090	1276501	1498644	20495	86734	30375	170908	1186838
smali	1783	366	122966	1316757	1340545	30376	83807	25984	382071	959938
smali	1201	0	111254	957376	882718	20860	67705	24885	85637	824528
smali	2778	0	167980	1183911	1770926	40989	102105	28545	144924	1076681
smali	1244	732	126260	1007880	1134504	23788	89297	40989	95152	927732
smali	1751	0	142728	1164148	1140727	38793	81611	28179	89663	1854000
smali	1467	366	127358	909799	1222703	31473	76122	43184	87100	3836090
smali	2081	0	145656	1348963	655817	18664	73926	25983	98446	1546220
smali	1790	0	149682	1177689	14029431	38793	86734	27081	135774	3389241
smali	1399	0	115646	970916	917485	25618	8053886	66240	12354756	7105293
smali	1618	0	161393	1384462	1088027	25618	86734	46112	119306	932490
smali	726	0	225437	833677	710713	25618	104301	36597	102837	1495716
smali	1914	366	188840	1049234	1472660	47576	84905	33669	176031	979699
smali	2269	366	179691	997998	1446310	31473	94420	41721	149682	633127
smali	569	0	92956	1028008	713274	24154	56725	40257	74658	1192694
smali	1709	366	366335	1193792	2395269	33669	86003	41355	131017	1318221
smali	3387	0	227633	1595260	1896819	54529	112719	25618	125161	1253811
smali	478	366	93322	771098	549320	43916	57091	20495	81611	1243198
smali	4397	0	279600	2138359	2624732	42087	174567	47210	279600	1240269
smali	1258	732	3694094	971648	1106325	28180	88564	43184	145289	904676
smali	1905	366	210432	1067533	1441919	28180	102471	58555	121868	905042
smali	56492	0	1706881	15152225	27482461	366701	1641372	522238	1644665	1664062
smali	482	0	119306	494059	569448	17933	50870	17567	110523	1395440
smali	9798	366	418302	3404246	5214330	69168	322785	106863	344743	823796
smali	3559	0	273745	1600384	2272303	37329	146388	50503	147851	782442
smali	2178	0	181521	1619048	1314928	35133	103569	33669	101740	615927
smali	4918	0	382804	1893525	2877250	47210	292410	55627	216287	744748
smali	421	366	95518	483812	542367	21958	46112	16469	73194	684363
smali	643	366	132847	635689	606045	18299	53065	19763	68071	764509
smali	1249	0	117476	856734	968720	29644	65874	22324	77219	709615
smali	486	0	96982	499914	483079	18664	49772	17200	70266	937980
smali	475	366	91858	553711	567618	16834	47942	19762	103569	604215
smali	475	366	98812	954082	878326	20129	55261	35865	112353	1210260
smali	2189	366	190304	1504133	1695901	38061	114182	47576	109791	1102665
