ending	size	none	gzip	bzip2	lzma	snappy	deflate	lz4	lz4hc	pfor
npmignore	59	366	105399	307414	842461	24886	25618	12443	62581	2019052
md	1185	365	121868	1137798	1550977	34035	79049	35133	123332	2847973
js	3459	0	165418	1809718	1410812	32571	1134138	38792	160661	782076
json	3890	366	235684	1676871	2128843	50138	190304	61849	447946	1007148
md	2486	366	290214	1629296	2015759	31473	231659	52334	140166	1118402
npmignore	59	366	99543	543098	378778	34767	30010	14639	92590	1096443
md	1185	366	158099	1403493	1133041	43916	91859	40622	96982	1147313
js	4873	366	267158	2539460	3324830	51236	184815	65874	268622	930659
json	3340	0	239344	1643934	1787027	41721	159562	62581	182619	817575
md	1956	366	194696	1309804	1273939	36963	110522	64045	192866	939443
npmignore	59	366	128822	640812	640446	18665	28912	21959	196892	961401
js	1614	731	162857	1243197	1210626	32205	91492	31108	113816	1072656
md	1185	366	154439	1251981	1270279	29644	107229	83441	199087	1252346
npmignore	59	0	854172	567984	592139	16468	29278	14272	195793	1347133
md	1185	366	126992	1416301	899919	42452	83075	30375	95518	1170004
js	1357	0	167248	1806424	1163782	37329	81977	27082	104667	978236
json	4440	366	281430	2108348	2327565	60019	198355	80513	330104	762314
md	2894	366	226535	1614656	1938173	35133	148583	68802	205309	1134505
js	49	366	157001	654719	760850	14273	31474	12077	77586	976772
js	16214	366	710712	4293551	12883216	128089	621416	167980	883084	823065
json	8935	366	433673	2936171	9079697	84905	385732	102106	344377	1094248
md	7285	0	383536	2447602	4325391	77586	308146	88930	288750	1085831
js	10014	366	421596	3184665	5566026	74657	410252	102471	479786	763046
json	7728	366	382072	3026931	4065186	67704	318394	96249	290579	1361040
md	6055	366	307048	2426377	4917529	70998	248859	94786	361577	722057
npmignore	59	0	58555	1364333	494791	16103	26350	17567	78317	724253
md	1162	0	151511	918217	745845	27082	81977	27448	158831	884547
js	2419	366	188841	1358843	1657474	41721	114914	33303	155537	1948054
json	2636	366	181155	1547318	2311462	39525	132847	62947	110157	888208
md	1319	366	137239	798179	1177689	25984	86003	27447	103935	1167442
js	25279	0	1321149	5980303	17844661	215922	1189400	269720	1855830	1276866
json	7315	0	374753	2958861	4494103	76122	314733	92590	289848	866249
md	5310	366	302657	2038083	2679627	58556	237880	69900	230194	616658
npmignore	27	0	86369	301558	419035	14272	24154	12442	89296	763778
js	14644	366	696073	3430230	12596295	1685289	552980	160660	879424	1083635
js	57	0	113817	410251	423061	19396	32937	13907	109059	701929
__	1073	0	146387	813915	1462047	37329	75024	29644	227633	916022
json	3286	0	405494	1430940	1799104	43184	167248	65508	172737	921877
md	2265	366	188840	1296995	1706148	32571	119306	35865	136506	941638
js	7000	366	257643	2914213	3030591	48674	191036	71730	278503	949324
js	663	366	219582	1208065	955545	19397	60019	25984	165052	682167
txt	0	366	82709	1713834	320955	5855	19396	12443	11345	1473392
js	0	366	98446	1412642	660940	3293	22324	10979	5855	1315294
md	0	366	106497	1418496	852342	7319	20495	8052	6221	1445944
txt	0	0	63313	1304314	337424	5490	27448	5490	6221	2064067
js	1231	0	114914	731207	764875	36597	76854	24886	98811	831116
js	203	366	117476	492961	391221	11711	43550	18665	63678	1119134
md	0	0	67705	1116572	557005	5123	19763	7320	19030	1208065
txt	11	366	54164	730474	829287	17566	26349	17566	144924	1413373
txt	10	366	62214	479786	780612	12077	22690	11345	140899	656548
js	0	0	127723	1515845	289481	5124	22324	9515	6587	691316
md	0	0	70266	1102299	448678	6221	21227	7685	10613	1437893
txt	0	0	44282	1326273	677043	6221	19396	7686	11345	1070826
__	15	366	60751	332666	405128	13541	21958	17932	64410	518579
json	48	366	76488	515651	422329	15005	27814	22324	80880	1380802
html	102400	732	7445645	22310949	53326477	804034	7230088	4149360	24820401	2287673
html	102400	366	7201909	23176833	53049804	729743	7278763	1204405	13937207	2142018
html	102400	366	8568072	19752824	72366393	869909	8861579	1190132	3819987	2005145
html	102400	366	6346639	21435551	73357073	852343	6293939	1258934	6061549	3044498
html	102400	0	8296889	25365695	49853430	839168	6764576	1291871	5346810	2139090
html	102400	0	6658444	99916925	60591699	748773	6345175	1105227	5567124	2281086
html	102400	366	8416561	49217009	52999301	1088027	5708023	2096638	5370964	2215212
html	76530	366	4211208	15214805	59553079	614463	4189250	967622	2763799	2184105
dll	102400	0	5732542	24957639	62418618	802570	5945170	1449238	3760700	2101030
dll	102400	366	10364249	58947400	59511358	939444	7058083	1138164	5116616	2249247
dll	102400	366	8711166	22039766	64870978	973844	8172094	1176591	3587596	2035887
dll	102400	0	7070160	23097417	57047652	971283	6887175	1259300	4299406	2614119
dll	102400	366	4901426	23321025	54587974	621781	6261002	1189766	4802248	2390511
dll	102400	366	9415291	35340553	56114432	961767	7239970	1339082	4385776	2131771
dll	102400	365	7024414	23030811	63976183	1284918	8139522	1149875	4952662	4040666
dll	102400	366	6162922	23181225	60521433	628735	5965665	910897	6432276	3094636
dll	41472	0	2056382	7814908	18477421	259838	1832042	883816	1408615	1318953
dll	102400	0	7093582	123783610	61063433	528460	12094917	632395	7425150	2270107
dll	102400	0	11670759	22397685	53820536	140166	11733340	347671	5564928	2108348
dll	102400	366	9652073	24200083	77077150	150780	12402331	601653	3485125	2123354
dll	102400	366	9261217	22705830	62148898	140532	11559871	420865	3742768	2002950
dll	102400	366	16701373	31693304	55976095	192500	11794823	338155	3854388	2143116
dll	102400	0	11524371	22487347	43244756	367068	7916281	599092	3911845	3248709
dll	102400	0	11529129	25906963	56288999	1348230	10935893	1167441	4261346	2712564
dll	102400	0	12790259	29298400	66708509	2284380	11308450	1129747	12919081	2103591
dll	102400	366	10916863	24518842	50815196	895526	9985471	941639	3649080	2000754
dll	102400	366	8686647	38053848	48699529	807329	8688110	877228	4667938	2753186
dll	102400	0	9867629	21427500	52232961	663136	8466699	803303	4301969	2899940
dll	102400	366	8404484	25672743	50622696	640446	11252457	2007342	3493177	2051989
dll	102400	0	8465234	22600065	51744758	696805	9628651	790128	13263458	2208990
dll	102400	0	8649317	24451869	49531011	932490	8382892	780246	4133257	2495544
dll	102400	0	8313358	23238682	48549847	705955	8349955	803668	4250001	2719152
dll	102400	0	9228646	25181978	52689325	693878	9521056	8032660	5628607	2188496
dll	102400	366	10273123	41076022	58393322	699001	8866703	838070	4182297	2291334
dll	102400	366	14354046	23864855	49161016	722057	54157228	898088	4146798	2288040
dll	102400	366	9159479	24868342	47988450	756459	10040366	10034145	3990895	2254370
dll	102400	0	8879512	23151215	55262088	751701	9768817	819039	3587231	2404418
dll	102400	0	9495438	34182260	59052433	808426	8981251	894795	3406076	5447819
dll	102400	366	13966484	22510403	53007352	746211	11264533	919681	5672523	2103958
dll	102400	0	10159306	32871358	45035078	747675	9001014	936881	3559051	2095540
dll	102400	366	9107511	51114926	89936578	808426	9088846	1073388	5190176	2133235
dll	102400	366	10259216	29025021	53715503	877960	10744858	852708	3458775	2155559
dll	102400	366	3301042	52556478	56216537	374021	4675623	689486	6457162	2868467
dll	102400	0	3612483	53156668	67355176	505404	3305434	1007514	7796609	2537265
dll	102400	0	5578836	120216508	84036055	426354	4976084	612999	12427584	2703415
dll	102400	0	13799237	24573372	78197748	744747	13027042	921144	4091902	2299019
dll	102400	0	15150761	23351766	61732426	1308706	14293295	1377874	4166926	2751357
dll	102400	366	7675474	96301515	93771569	637518	6260636	865151	9866165	2570934
dll	102400	366	6631362	25264321	75124338	857100	6106197	869543	5440499	2334518
dll	102400	366	3847435	44857217	42610898	372923	4684772	675945	9089578	2835163
dll	102400	366	3841945	35945500	42843289	629467	3845604	1817404	7852237	2895549
dll	102400	0	3519526	39722303	40235026	329006	3307264	1032399	7893225	2489323
dll	102400	366	3447797	34496628	47198322	311074	3213942	534681	12700963	2706342
dll	102400	366	5215794	48292204	64523307	696806	5192738	818308	6591838	3238827
dll	102400	366	4769677	39868324	70071401	567252	4772606	786468	7113345	3043766
dll	102400	366	7293035	23856803	105628607	546027	7055155	787566	7485535	3741304
dll	102400	0	7955440	30133908	100455632	744748	8999184	985555	6443987	3662254
dll	102400	366	6640146	61349621	81115987	816843	5091364	793421	6756890	3781194
dll	102400	366	5827328	40067412	36976435	446117	5091364	540902	7755987	3168196
dll	102400	366	3567469	39824774	43073849	348769	3766189	520409	9254264	2359037
dll	102400	366	3535263	45151823	36241935	342547	3702145	557005	7387822	2622170
dll	102400	366	3941854	34152983	55657336	365969	3862074	583721	7298891	2486395
dll	102400	366	7263392	28792631	67894250	597628	7326704	852708	4408466	2570934
dll	102400	366	6127058	28423002	55524123	570912	6450940	686193	5895399	2333785
dll	102400	0	12937379	31213151	153226567	827823	10440737	1066434	5819643	3823281
dll	102400	0	8007773	51229474	103150630	908702	8214912	937247	6198787	3252369
dll	102400	0	16539249	26167533	68233503	307048	17228368	550418	4567296	3877078
dll	102400	366	8002650	31745271	57278214	430380	8043639	822333	7045274	3634441
dll	102400	0	8636142	70381742	73571164	468440	8773015	621050	4950466	3796931
dll	102400	0	5593108	94831416	83864049	436602	5414881	555907	5074896	3570030
dll	102400	0	5907110	91403016	64714708	470636	5683137	735598	6899252	2294627
dll	102400	366	6843625	21466659	98017911	1029837	6863387	1014832	4592182	2443943
dll	102400	0	7957635	23143530	77452634	624710	6736030	1321149	5777923	2201671
dll	102400	366	8149769	37525389	118959403	645936	7841623	1045208	5143698	2135065
dll	102400	366	7912256	24805761	69050347	636421	8029365	1693705	4858974	2378068
dll	102400	366	6744813	21969866	69879633	619586	7847844	980432	4672695	2372213
dll	102400	0	6979766	23518282	93566626	643008	6877660	1125355	5678378	2531775
dll	102400	0	8247483	23473634	90102727	694976	7434665	1075218	6340417	2269375
dll	102400	366	8971371	28179999	68637899	1122793	8280786	1067898	4691360	3011195
dll	102400	366	7305478	23128891	69119515	718764	7022218	1008611	4528137	2811742
dll	102400	0	5058427	121901430	30045344	246663	5841602	405494	4533261	2160316
dll	102400	366	13600149	29467112	99435676	614096	13083401	973112	3396195	5205913
dll	102400	0	9988764	70050540	48711239	240076	8912450	461487	3877078	2135797
dll	102400	366	8125249	29354027	53566919	726815	8653709	1106325	4555951	2405150
dll	102400	732	6542432	47960636	51245210	490764	6590741	703027	6561096	2334152
dll	102400	0	4896303	18463149	73465765	471734	4765651	744015	6370792	2411005
dll	102400	0	7812711	25422420	60248420	549320	7104927	985555	5521744	2918971
dll	102400	366	8850967	20890623	63315243	720959	8607597	820137	4654397	2334884
dll	102400	0	9162772	30249921	74813631	728645	8089018	1018858	5247267	2189960
dll	102400	366	8903666	29089432	74686273	695342	10005965	1030569	5886249	2334518
dll	102400	366	7968980	23833382	70836642	719495	28708092	1113644	6067770	2802593
dll	102400	366	7994598	21360527	87429688	789395	8014361	1103032	6828254	2003315
dll	102400	366	8318481	21103251	81252859	800741	9507515	1066801	4939121	3122816
dll	102400	366	13727507	21185594	88248727	687656	9055177	1067167	7966053	2110910
dll	102400	366	6794585	21685874	65455797	710347	26387115	1068996	4544606	3846337
dll	102400	366	9125077	102711100	66418295	1067532	9043832	907238	5324121	2248881
dll	102400	0	7840892	129146889	49105754	570546	5561269	850512	5077823	2469927
dll	102400	366	7312797	29161162	60744308	757556	6787632	1108887	5611406	2524090
dll	102400	0	7678400	23818743	98829996	733402	7505664	1241734	5440133	2163976
dll	102400	366	8377768	21544610	131118731	754995	8438153	1214652	6766406	2709270
dll	102400	366	7029171	52735071	65124595	776953	7248387	1132675	21141678	2897745
dll	102400	366	8938433	24092122	179787884	2589964	7923966	952984	5860631	2654741
dll	102400	366	6532917	51931402	64990649	641910	6377381	941639	6970982	2609727
dll	102400	366	6117177	25205034	32795236	180789	7127617	344743	3729593	2171295
dll	102400	0	6622213	90621306	50821052	492961	6934020	680336	6102903	2506158
dll	102400	0	6859727	39849660	43563882	370727	5710218	562861	4305263	2655473
dll	102400	0	8694698	26688673	48588640	542001	8691404	893697	4275619	3263348
dll	102400	0	9126907	21662086	74307495	670456	7051496	956278	4315876	2178249
dll	102400	0	7500174	26914843	78193722	607143	6580859	3065724	4454944	2279623
dll	102400	366	7007946	23868515	108919402	666796	6395679	985189	5385603	2515307
dll	102400	0	6595864	27020974	103274693	1484005	6850213	995071	4193276	2060041
dll	102400	366	6478022	44725102	101127552	644472	7601181	1013735	4930338	2438453
dll	102400	366	6777751	27087580	91748491	652889	7223501	969819	4269032	2094808
dll	102400	0	4698679	34214831	62407639	531388	6973910	1126087	3840115	1931586
dll	24064	366	1258568	9773941	22116619	161027	2413933	214458	841363	915655
dll	102400	366	7837597	20837192	65128986	802571	8693965	1073387	5831354	2243757
dll	102400	732	7293035	26035052	75828463	1053626	6861558	1131577	4771873	2666818
dll	102400	0	8494513	23412151	61722910	1088758	8398994	1194890	4044692	1930487
dll	102400	366	6462285	23627707	58438336	860394	6777751	1487299	4514597	6734932
dll	102400	0	9567534	22924680	74433754	975674	8621870	1250883	11338094	2367089
dll	102400	0	7754157	25755818	58910803	851245	6691015	1168173	4116788	2968011
dll	102400	0	11144495	24959469	58768441	966891	9505320	1265522	5096854	1990507
dll	102400	366	31459449	23639784	55180112	785736	5989818	973112	3817791	2537631
dll	102400	0	5414515	27568098	73613251	648131	6119738	979700	5791830	2801494
dll	54784	366	2883472	10349976	25143186	298997	2732692	375485	18005321	1577328
exe	102400	732	58856273	23789831	64939048	1450336	6992208	1197451	5544434	2147508
exe	102400	366	7742079	24040520	60597189	974576	9882634	1215384	4069578	2608629
exe	102400	366	8191124	21457876	58466149	978602	7594594	1328102	3651275	2785392
exe	102400	0	8848405	23377750	124481879	2511647	8267977	1255641	3897938	2135797
exe	102400	0	7785996	23641248	65582787	975674	7705116	1194889	5288622	2165806
exe	102400	366	14108481	25575029	61949079	931392	8434494	1206601	4400048	2535435
exe	102400	0	6666130	23452042	67014460	846120	6773359	1141824	4584131	2491518
exe	102400	0	6206472	22909309	80218630	894429	6266126	1089857	3820719	18736162
exe	102400	0	8364593	24628267	80445531	740722	5777922	1200379	3972231	2014661
exe	102400	366	7739884	21825308	62038376	904676	8371181	1462413	4012121	2827478
exe	102400	366	7497246	22866856	58176302	876497	7709142	1093882	3442307	2131771
exe	102400	366	8625896	23864855	79593554	940175	7324874	1202209	3868295	2396366
exe	102400	0	7703287	25969178	67572928	999096	7289741	2045768	3970401	2054918
exe	102400	366	7305113	25974667	69661881	979334	6924870	1403858	3960519	2291334
exe	102400	366	7736590	20407543	60665991	982628	7319019	1225631	3790344	2275231
exe	102400	0	6977570	22228240	69848159	937247	7895055	1194524	3600040	3060235
exe	102400	0	7555801	24585814	61031960	1023250	7383796	1247223	3886594	2662427
exe	102400	366	9801755	21938027	59913558	1024348	8183438	1234780	4082753	2110179
exe	102400	0	10734976	24308410	55699056	1734328	9300011	1207698	3858048	6248193
exe	102400	0	7998258	22041230	56109673	1018492	7320117	1141459	4861170	2092247
exe	102400	366	8079503	23792027	64350936	1092419	9024802	1283454	3997116	2172393
exe	102400	366	8205763	22591648	61991165	1013002	8415097	1185009	3802787	2144580
exe	102400	0	6992941	23804470	61482103	986653	6527793	1243198	3773875	2560320
exe	102400	0	7767697	23347740	60005782	937979	7553239	1624537	3566371	2274865
exe	102400	366	7842721	22825502	59407788	989215	7564218	1181349	3992725	2173858
exe	102400	0	9045662	23557807	63003071	951886	7911889	1190498	4057501	3217236
exe	102400	0	7723782	21375899	63734277	969453	7134936	1302485	3970401	2074680
exe	102400	0	7631557	24090292	68752081	1017760	8368252	1258202	4129232	2067360
exe	102400	366	8622968	22737303	60438724	992142	8033757	1241734	4036641	3207720
exe	102400	366	8237236	23379946	72404088	981530	7326704	1159756	3871954	2067361
exe	102400	366	7367327	26997552	64260541	923707	7664860	1418131	3802055	3084389
exe	102400	0	8256998	29261437	61616047	951155	7800635	2911651	4178637	2216310
exe	102400	366	8052421	25712268	67223428	1313097	7088093	1205136	3799127	2512379
exe	102400	0	8033757	33094599	62551830	1001658	8277492	1258203	4089341	2185569
exe	102400	0	7290839	24713903	60709907	816478	5905646	1774219	4238656	2045403
exe	102400	366	7068330	29586052	64016440	950788	6956709	1154999	3990895	2106885
exe	102400	366	8752886	23228800	70186681	968355	8566974	1243198	4238656	2042475
exe	102400	366	5214330	38198773	69920255	16875574	5226773	961767	9741369	2898111
exe	102400	366	5510765	23403002	65312703	742551	6076554	1042280	3322269	2383924
exe	102400	0	4755770	25055718	60059214	660209	4759796	1445578	3317878	1982090
exe	102400	0	4865927	22985797	112553477	672286	5426226	918217	3291161	2094442
exe	102400	0	5769872	40330178	67858019	1758482	5149187	1023250	11137542	2441015
exe	102400	0	5652761	22286064	61181642	607509	4379188	849781	3782292	2107983
exe	102400	0	4854582	25282619	62013123	766706	4702705	924072	3090244	2641932
exe	102400	0	6625141	25046569	64842432	619586	4732714	1059847	9357834	2391975
exe	102400	0	5954686	53385765	83618119	1431672	9761498	1294433	3204061	2239732
exe	102400	366	10810000	23061919	73167135	716568	5782680	1336520	3336176	1981358
exe	102400	0	6015436	25987842	69994547	850878	5336930	991776	5776093	2134698
exe	102400	0	5862461	24342079	76534784	689120	5400608	963231	3626023	1965620
exe	102400	366	4963641	23338591	60801034	733402	10028289	1074120	3380092	2059674
exe	102400	366	9816760	23237218	58447852	699367	4761992	963231	4002606	2012465
exe	102400	0	5103075	21778831	61830505	649229	4715148	890403	3202597	3020344
exe	102400	0	5146991	26917771	60631224	883084	6486805	1660402	3423276	2447236
exe	102400	366	5073066	25726907	61354379	719495	5073431	1024348	4296113	2279622
exe	102400	0	6025317	22750845	57648208	910165	4885690	928464	3381556	2139090
exe	102400	366	6918649	22614704	77665628	854904	6480583	1118768	3380092	2075046
exe	102400	0	6867047	36158494	78132239	870641	6450940	2910553	3983210	2236804
exe	102400	0	9757472	23609409	62864734	910166	8837791	1157195	3841213	2199476
exe	102400	0	20377900	23052403	66490757	842461	7700359	1226363	3748623	2036985
exe	102400	0	7857360	21301606	72901807	1095346	6999894	1184642	5950660	2446139
exe	102400	366	8412169	24582154	67539626	924805	7148111	1317855	4702339	2138359
exe	102400	0	10599933	22302166	61542853	963597	6869608	1186472	3855852	2041376
exe	102400	0	8641998	21435917	63961910	952984	8623700	1465341	5077457	4587424
exe	102400	0	7097242	21175713	73288636	1035693	9151061	1400931	3956494	9158747
exe	102400	0	7164214	82958276	57767880	947129	7324875	1225265	3973328	1990873
exe	102400	366	8007041	21849462	59671653	1897916	7222769	1231487	3713490	3044864
exe	102400	366	7195687	21506549	57396421	973844	8785092	1210626	4002972	2088587
exe	102400	366	9439445	21911677	74886092	1036425	7510421	1277964	4322829	1966352
exe	102400	0	6740787	56993856	60270012	935417	6699067	1231853	4647444	2040645
exe	102400	0	7087726	25124155	58291583	946396	8306770	1324077	3965643	2129209
exe	102400	366	7888101	21617072	54718625	966525	7421857	1168905	5526867	2648153
exe	102400	0	23673087	24178124	78823921	1171101	7284618	1210626	4187786	2045402
exe	102400	366	7197883	27182732	79552200	975308	9158747	1205136	3591257	2444675
exe	102400	0	7204470	35839735	77181451	969086	7170070	1175859	4230604	2712564
exe	102400	0	9231940	22738036	61111009	949324	9017848	1174030	3651641	1988311
exe	102400	366	7934945	23235753	60375045	952618	7684256	1162318	3761432	2678529
exe	102400	366	7363301	23068139	64355327	934685	7419295	1228925	4060795	2081633
exe	102400	0	6622214	24113348	63329149	917851	6570245	1601481	3761432	2177883
exe	102400	366	7765135	21761996	65911428	1449238	6940241	1147314	3810838	2139091
exe	102400	0	7674741	22232266	62862904	1855098	6904742	1151706	3792539	2452360
exe	102400	0	7504199	23063749	67265149	1091320	6794951	1123526	4147896	2461144
exe	102400	366	6919747	24157264	105136013	880156	7249851	1326639	4017977	2176053
exe	102400	366	8334949	22505645	61426841	946396	6669790	1199647	3530871	2168002
exe	102400	366	8310795	22962009	76397545	904676	6675280	1393611	3517697	12236548
exe	102400	0	8899274	26356008	67852163	954814	10291055	1185009	4685871	2057845
exe	102400	365	7095046	27976885	64704462	1154999	6827157	1202575	4827134	2337812
exe	102400	366	12465645	24318291	61300948	1083269	8175021	1207333	3808642	4854217
exe	102400	0	7178487	22722299	76343016	937979	6728711	1252713	6967688	2245588
exe	102400	366	7189832	24589840	67992695	969087	7283886	1197818	3775338	2491519
exe	102400	732	6616358	27157846	64548925	927366	12398307	1103397	3486955	2573496
exe	102400	366	6701263	23444722	61357307	898088	6230627	1079243	3763262	2048696
exe	102400	0	7267051	22095028	63431986	936881	7152869	2028934	4742229	2243757
exe	102400	366	7314994	27607256	71152108	951520	7502003	1168906	3712758	2320611
exe	102400	0	10362419	20720447	62025566	952618	25121594	1324442	3867563	2539094
exe	102400	366	7591300	24045643	56996051	946030	7144817	11845326	12356952	2078339
exe	102400	0	7660102	21180471	124740985	916021	7377941	1139262	3765824	2193986
exe	102400	366	6882784	29143962	59125260	883815	6950854	1228925	3527212	2171296
exe	102400	0	7918477	23430816	84672842	1295531	10272391	2406614	4202425	2197645
exe	102400	366	7945192	23940610	59982360	981530	8610891	1668088	3810472	4991821
exe	102400	366	7678767	22224946	106510593	1249785	7637413	1210626	4246707	2908358
exe	102400	366	7194589	27429761	68795266	1212090	6841430	1333226	4745158	2863343
exe	102400	0	6889738	22705098	67097900	974210	6171339	1102300	3621631	2135065
exe	102400	366	8274931	20856953	61166637	997632	8234308	1192694	3655301	3402417
exe	102400	366	7824788	21934734	65821766	1004585	8100363	1215018	4051646	2450164
exe	102400	366	8150501	30925865	72529982	1387756	8153063	1169637	7019656	2176053
exe	102400	0	6944998	21480931	85937266	939443	7270711	1221606	3638466	2173492
exe	102400	0	6384700	22630441	62152192	925903	6336757	1224167	6332366	1991605
exe	102400	366	6099975	25330562	79664553	1000194	6731639	1130845	3923922	2243025
exe	102400	0	6622213	22106739	80844071	885645	7220207	1134871	3985405	2205331
exe	102400	0	6270517	23565858	57007030	762680	5657153	1614657	4043595	2215577
exe	102400	366	7139328	23695045	62979283	943103	8339342	1173298	3744963	2050160
exe	102400	0	7543359	22178834	58328179	1320051	7937141	1167442	3754112	2548976
exe	102400	365	6834110	21287333	62722373	2062603	7477850	1130845	3476708	3012293
exe	102400	0	8196979	33762127	89580855	954814	7515545	1849609	15506117	2091148
exe	102400	0	6591106	21888987	62738109	912727	8258828	1167076	3814497	2086024
exe	102400	366	6892299	22165660	60344670	898820	8624065	1155731	3870491	2791247
exe	102400	366	6618554	22700341	62115961	946397	8170995	1326639	3681651	2631685
exe	102400	366	6275275	22689728	62324198	851611	6597694	1105227	3612117	2368187
exe	102400	0	6805198	23954518	57803746	943835	6735298	1218678	4218528	2775511
exe	102400	0	5219454	25361669	53068469	671920	7144818	1114376	3252369	2447602
exe	102400	0	7223501	20862077	76784375	869177	6463017	1358843	4501422	2082365
exe	102400	0	9675495	31908127	62541217	954448	8702749	1389219	4308556	2236072
exe	102400	0	6731639	21879472	61278257	990679	6773725	1121696	3987235	2129941
exe	102400	366	9105315	22256420	57148661	957009	7270711	2273767	3635539	2030764
exe	102400	0	7239970	23507669	66918209	1012271	7313529	1216847	3720078	2715858
exe	102400	0	9604863	27104049	58238517	925171	9529840	1220142	4385410	2142384
exe	102400	366	8577222	23418738	62870956	1017761	8235406	1739451	12763177	1994532
exe	102400	0	7071624	21958521	62018980	1024714	6753230	1190498	3464997	2264617
exe	102400	366	7582883	24398073	78845147	930294	6492661	1195255	3572958	2110545
exe	102400	366	7642170	24856266	61493082	966890	8034855	1283820	3972230	2157023
exe	102400	0	11727484	31568873	58618393	1020689	7871632	1276866	3840847	2257299
exe	102400	0	7218743	31456521	58806501	980797	8800097	1397637	4500324	2339275
exe	102400	0	8079869	22758895	60828481	1063507	8090116	1172931	3671037	3186494
exe	102400	366	10622990	25851336	56636669	1757018	8451328	1247589	5903450	2429669
exe	102400	366	8784726	21893378	65491661	1005318	8552336	1207699	4513865	2144580
exe	102400	366	7606305	24876027	108131105	904676	7289741	1191962	6593302	2080169
exe	102400	0	8413999	24470534	63133356	990313	7902740	1336154	12733169	2333054
exe	102400	0	7805392	27468188	57532928	995070	10030485	1191230	4946807	2069922
exe	102400	0	11305522	22114790	69940383	1015565	11570850	1246126	3907453	2066629
exe	102400	366	8263586	26494344	77848613	1014833	11141934	1280893	3783024	2202768
exe	102400	366	7956903	25638708	65853239	1017395	8421318	1259666	4573152	1974770
exe	102400	366	10225181	26519962	85809176	895527	9703309	1199647	4330880	2331590
exe	102400	366	7427712	23926704	57215998	882718	15469886	1135237	3605163	2327564
exe	102400	366	7176291	24039422	71435368	932856	6928164	1290042	5331806	2109447
exe	102400	366	6969884	21773341	71170040	911630	6270151	1074852	4603527	2319147
exe	102400	0	10960780	23481685	91964048	767071	5832086	1043378	4701241	5758892
exe	102400	366	8986009	25096341	96219172	898455	8418391	2701219	4186688	2130673
exe	102400	0	42574301	24151775	57849126	795251	6270883	1056919	3316779	2393805
exe	102400	366	7120664	27450988	58930931	710712	6263198	1097542	4163266	2081267
exe	102400	0	6718464	24964226	65774922	836240	7286082	1530850	6334561	2184837
exe	102400	0	8837792	21739306	62296750	966891	16755902	1191962	3696290	4905086
exe	102400	366	7014898	23176833	105619457	959937	8338610	1233682	11410555	2334883
exe	102400	0	10263241	22807570	53111653	1060945	10296910	1162318	4695751	1986115
exe	102400	366	7760378	21499962	60855929	979334	7647294	1235878	4286963	2382094
exe	102400	366	8091214	24274740	59264329	1033131	8272735	1248321	3954664	2199476
exe	102400	366	8486827	23948662	68213008	1160122	8074014	1212090	4138014	2025640
exe	102400	366	7364034	27078797	59325811	1042647	6903643	1335788	5563464	2413567
exe	102400	0	7525791	27816957	71003159	924804	7638510	1458021	3897572	10628845
exe	102400	366	8148671	22044158	57717743	1008977	7461015	1613924	5328512	2286576
exe	102400	366	7231186	21890451	60550711	1328103	6955246	1252347	4102149	2100664
exe	102400	0	7604842	24420763	72252943	983725	8878414	1248687	5022196	2416495
exe	102400	366	7790387	24589840	69473407	983360	7035027	1190864	3902696	2111642
exe	102400	366	8289204	23707122	62050818	982993	16098988	1293335	3904526	2177152
exe	102400	0	7313163	22961643	61168101	1049966	7332926	1220874	3568200	2007707
exe	102400	366	7642170	22186519	58185086	1349328	7566781	4757600	3531969	4723199
exe	102400	366	8151233	22518821	58142999	981895	7631191	1190498	4202425	1974770
exe	102400	7685	7310236	21853854	59125260	1012637	12174699	1185008	4075800	2014661
exe	102400	366	7456989	21831163	56144440	1028007	6956709	1339081	3736180	2981551
exe	102400	365	8052055	26566806	58433212	966891	6757988	1157560	4637929	3303604
exe	102400	366	6848382	23624047	59771562	978967	7218743	1296263	3802420	2365991
exe	102400	366	7956538	28732612	71119902	1242832	7914817	1260764	3507449	2497374
exe	102400	0	8566974	21181568	57431920	1367993	7977764	1197451	4193276	2462973
exe	102400	366	9588394	23477659	80278649	948226	13704084	1214286	3855120	93377054
exe	102400	366	8070720	28483021	75556182	1422888	7586177	1368359	3710928	2014295
exe	102400	366	8946850	23828624	66730467	946396	7971908	1503402	5918820	2328662
exe	102400	366	7414172	25799734	59452803	1946957	7986181	1373483	3533433	2306338
exe	102400	366	5657885	22577741	77052996	808793	11577438	1082903	4341127	2169466
exe	102400	366	6217086	24884445	88860994	829287	7521766	1198915	3632976	2166538
exe	102400	0	8177949	33457641	86784118	847951	6852043	1209162	3739474	2123354
exe	102400	366	6984158	71044513	57586725	897722	6646002	1094614	3710562	2027835
exe	102400	0	6408488	22405370	63097491	962865	7552507	1176225	4295381	2589964
exe	102400	366	7274737	35436803	59472200	965793	7205568	1244662	3606627	4934363
exe	102400	366	8782896	24202278	73497238	970551	7628995	1217579	9767719	2081633
exe	102400	366	7078577	22746087	67502662	1473026	7139694	1287113	3665182	2214480
exe	102400	366	8935871	21879472	65965957	1022884	20800229	2070288	4997676	2123354
exe	102400	366	7354152	23910601	64196862	9448228	7306943	1207333	3946979	2091515
